"proof_id","invariant_id","component_id","relation","status"
"FIN-PO-013","FIN-EFF-001","FI-CORE-004","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-013","FIN-EFF-001","FI-EFF-001","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-013","FIN-EFF-001","FI-EFF-002","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-014","FIN-EFF-002","FI-CORE-004","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-014","FIN-EFF-002","FI-EFF-001","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-014","FIN-EFF-002","FI-EFF-002","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-015","FIN-EFF-003","FI-CORE-004","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-015","FIN-EFF-003","FI-EFF-001","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-015","FIN-EFF-003","FI-EFF-002","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-016","FIN-EFF-004","FI-CORE-004","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-016","FIN-EFF-004","FI-EFF-001","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-016","FIN-EFF-004","FI-EFF-002","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-017","FIN-SET-001","FI-SET-001","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-018","FIN-SET-002","FI-SET-001","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-019","FIN-SET-003","FI-SET-001","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-020","FIN-SET-004","FI-SET-001","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-021","FIN-CMP-001","FI-CMP-001","ASSESS","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-021","FIN-CMP-001","FI-CMP-002","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-022","FIN-CMP-002","FI-CMP-001","ASSESS","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-022","FIN-CMP-002","FI-CMP-002","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-023","FIN-CMP-003","FI-CMP-001","ASSESS","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-023","FIN-CMP-003","FI-CMP-002","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-024","FIN-CMP-004","FI-CMP-001","ASSESS","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-024","FIN-CMP-004","FI-CMP-002","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-025","FIN-REV-001","FI-REV-001","ASSESS","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-025","FIN-REV-001","FI-REV-002","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-026","FIN-REV-002","FI-REV-001","ASSESS","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-026","FIN-REV-002","FI-REV-002","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-027","FIN-REV-003","FI-REV-001","ASSESS","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-027","FIN-REV-003","FI-REV-002","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-028","FIN-REV-004","FI-REV-001","ASSESS","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-028","FIN-REV-004","FI-REV-002","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-029","FIN-REC-001","FI-REC-001","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-029","FIN-REC-001","FI-REC-002","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-030","FIN-REC-002","FI-REC-001","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-030","FIN-REC-002","FI-REC-002","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-031","FIN-REC-003","FI-REC-001","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-031","FIN-REC-003","FI-REC-002","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-032","FIN-REC-004","FI-REC-001","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-032","FIN-REC-004","FI-REC-002","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-033","FIN-FIN-001","FI-FIN-001","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-034","FIN-FIN-002","FI-FIN-001","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-035","FIN-FIN-003","FI-FIN-001","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-036","FIN-FIN-004","FI-FIN-001","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-037","FIN-CNT-001","FI-CNT-001","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-038","FIN-CNT-002","FI-CNT-001","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-039","FIN-CNT-003","FI-CNT-001","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-040","FIN-CNT-004","FI-CNT-001","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-041","FIN-EVD-001","FI-EVD-001","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-041","FIN-EVD-001","FI-PRG-002","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-042","FIN-EVD-002","FI-EVD-001","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-042","FIN-EVD-002","FI-PRG-002","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-043","FIN-EVD-003","FI-EVD-001","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-043","FIN-EVD-003","FI-PRG-002","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-044","FIN-EVD-004","FI-EVD-001","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-044","FIN-EVD-004","FI-PRG-002","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-045","FIN-DST-001","FI-DST-001","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-045","FIN-DST-001","FI-DST-002","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-045","FIN-DST-001","FI-LED-001","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-045","FIN-DST-001","FI-LED-002","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-046","FIN-DST-002","FI-DST-001","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-046","FIN-DST-002","FI-DST-002","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-046","FIN-DST-002","FI-LED-001","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-046","FIN-DST-002","FI-LED-002","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-047","FIN-DST-003","FI-DST-001","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-047","FIN-DST-003","FI-DST-002","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-047","FIN-DST-003","FI-LED-001","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-047","FIN-DST-003","FI-LED-002","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-048","FIN-DST-004","FI-DST-001","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-048","FIN-DST-004","FI-DST-002","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-048","FIN-DST-004","FI-LED-001","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-048","FIN-DST-004","FI-LED-002","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-049","FIN-JUR-001","FI-JUR-001","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-049","FIN-JUR-001","FI-JUR-002","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-050","FIN-JUR-002","FI-JUR-001","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-050","FIN-JUR-002","FI-JUR-002","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-051","FIN-JUR-003","FI-JUR-001","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-051","FIN-JUR-003","FI-JUR-002","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-052","FIN-JUR-004","FI-JUR-001","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-052","FIN-JUR-004","FI-JUR-002","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-053","FIN-AGT-001","FI-AGT-001","RESOLVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-053","FIN-AGT-001","FI-AGT-002","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-053","FIN-AGT-001","FI-AGT-003","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-054","FIN-AGT-002","FI-AGT-001","RESOLVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-054","FIN-AGT-002","FI-AGT-002","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-054","FIN-AGT-002","FI-AGT-003","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-055","FIN-AGT-003","FI-AGT-001","RESOLVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-055","FIN-AGT-003","FI-AGT-002","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-055","FIN-AGT-003","FI-AGT-003","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-056","FIN-AGT-004","FI-AGT-001","RESOLVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-056","FIN-AGT-004","FI-AGT-002","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-056","FIN-AGT-004","FI-AGT-003","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-X001","FIN-AUTH-003","FI-CORE-002","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-X001","FIN-AUTH-003","FI-AST-001","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-X002","FIN-EFF-002","FI-CORE-004","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-X002","FIN-EFF-002","FI-EFF-001","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-X002","FIN-EFF-002","FI-EFF-002","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-X003","FIN-CMP-002","FI-CMP-001","ASSESS","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-X003","FIN-CMP-002","FI-CMP-002","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-X004","FIN-OBJ-003","FI-CORE-001","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-X004","FIN-OBJ-003","FI-AST-001","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-X005","FIN-DST-002","FI-DST-001","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-X005","FIN-DST-002","FI-DST-002","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-X005","FIN-DST-002","FI-LED-001","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-X005","FIN-DST-002","FI-LED-002","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-X006","FIN-OBJ-002","FI-CORE-001","PRESERVE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-X006","FIN-OBJ-002","FI-AST-001","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-X007","FIN-CNT-003","FI-CNT-001","CLASSIFY","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-X008","FIN-ADM-003","FI-CORE-003","ENFORCE","ASSIGNED-NOT-DISCHARGED"
"FIN-PO-X008","FIN-ADM-003","FI-PRG-001","ENFORCE","ASSIGNED-NOT-DISCHARGED"
