"relative_path","bytes","sha256","freeze_pass","freeze_version"
"02-core\components\FIN-COMP-011_Compensation_Execution_Controller.md","868","2CA9813CBF60AC5C0CF4735C73A9137542D7979BC02C85881CA91F08E633B034","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-012_Reversal_Requirement_Classifier.md","836","01DA1438C0A391C67790CC82584389D1E9AFD0C1916B7F769DBCF6B090662F51","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-013_Reversal_Admission_Controller.md","819","E4388985A1DE6705BFC2663A1151EA36565D0318D3F3D9C9C28FF230A4E083B4","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-014_Reversal_Execution_Controller.md","840","EB7099D6B381EA6CC5BB88C18DB585CC884BE9D571A1BE458AAAD40851DE90EB","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-015_Reconciliation_Engine.md","880","A1B1877A471D8355540E5B36AC8A1A21A404AB633C1D9BA03C69B8D792940AF1","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-016_Financial_Reconstruction_Engine.md","849","E0CB5F13E87E2044221DD23AC964E7D68D8399407C12D01FD6D66308045EF76F","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-017_Evidence_Lineage_Recorder.md","844","1B3B049686A76BB79DA5351E539652BAB395EEEF65BD6C89CEE018E2B56FC4A1","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-018_Financial_Proof_of_Block_Adapter.md","823","C0B4A2BF0F180F8D4027D57CC29B0C72F0828163EB9B9F28FD8A7ACD3B1347F7","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-019_Finality_Classifier.md","833","2E753DE8D00FFB977FDC970C298B1B97AEAF48F2E5942ECDE7FDBD4C187E3D62","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-020_Continuity_Classifier.md","897","804C929E7AAAA5692E9AE9A1DBCCE2CE34813874761451B7C1B2AFB032605EB2","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-021_Multi_Party_Authority_Reconciler.md","848","DCCF963829A7A9136D5A3C8AD15C55D61EB1217A04D350CDB965E07A5BAF4103","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-022_Remote_State_Monitor.md","846","5C89608D63483B6934BB0AAE8F1996C7BFB4816D5FDEDCBD3C9CD03186170130","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-023_Distributed_Settlement_Coordinator.md","912","AA15A340944B35A23801C28D98C9EDD91DD5398145B148E03E6231ABDCAFC6D7","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-024_Ledger_Admission_Adapter.md","843","1A3CFFF238A63DECE781CD703AB97E32E3D80A280F9B861210637A8DFE483159","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-025_Consensus_Authority_Separator.md","812","6394A3F12A80150C442357DCB4EA99F20FC53055B134137ADB5DDC06BB245783","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-026_Digital_Custody_Authority_Resolver.md","851","0CC8A5A68331E15BDFB634BBF2C28DC14FF2AE8BC16236E090443D47527D5512","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-027_Programmable_Execution_Admission_Gateway.md","870","219F8D6B6AA0AFD4DAE7F5683D3F424FA93044B1D15CA23EF90279B0B1C6C2BC","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-028_Oracle_State_Integrity_Monitor.md","850","BF8704B8BFFDD32C0011EBA2D51737A806716F2D0B366DA370AD87FC60F19D23","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-029_Jurisdiction_State_Resolver.md","865","52D02D54590A47C44AD99E430966D5CBD5750AAA45F314BDD74C2786DFD5CC65","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-030_Jurisdiction_Conflict_Resolver.md","868","153CA1F7E3270F0EB72F1CBE8AC4F8E31D8535A298C7173682260B04CC067A0A","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-031_Autonomous_Principal_Resolver.md","800","CC1D89A2318469E910D5B141DAD1D6464CDEBCA69FB3E59E5246C500CF3B2112","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-032_Delegated_Economic_Authority_Evaluator.md","833","EA04BA58537B501FD245FDEF64A7604F8E92053697F34A943B14E3BD0F9CB46B","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-033_Machine_Intent_Continuity_Monitor.md","854","45D22BC8F7CD9BD5542046FB2341C74B6F5DDD94C1BE5F609551063DAC77D408","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\components\FIN-COMP-034_Machine_Originated_Execution_Controller.md","923","D5FA4B756FAE0D0073D07B87235441FFC32F4D3C26E6AB033F7215321E28974A","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\CANONICAL_FINANCIAL_INTERFACE_ARCHITECTURE.md","1640","6B6C24E56FDF3F8D7C4A8C0A5651EE82AA60166281C99A8A457D6D03725FEA5D","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-001_AuthorityResolutionInterface.md","582","943942502E41630DB7DAE0B2AE99DEEED300895BA68DAFDDD80AE7070C99A1E4","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-002_AdmissionDecisionInterface.md","554","CE44CA4C2946637C57A85CCA50EC84A86AD28563DB63AA4B156B460F9FBFA1B6","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-003_ExecutionControlInterface.md","530","E048F1376331186F446C6E824F1695C20D4F1D4F837BF4824A6273073B48BD73","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-004_EffectObservationInterface.md","592","AAF704CA196B48FF6AC10E64FF5292D6B2AD423FA4ACA25C96923A789C7C2158","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-005_SettlementTransitionInterface.md","557","624B495A1E236E55F2B721AB215575BDC35ADDFC36A6CB119018A1ABD09CF498","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-006_ContainmentInterface.md","541","F936942A9561F0DAC498A53D3C174789395049ABACBE311E13349B1DB08F1B25","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-007_CompensationRequirementInterface.md","538","CEF91C9DA87766C98723CD5F951B9F465A75B247328E4CB7ADF6590AA317F377","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-008_CompensationAdmissionInterface.md","540","A45B6545579BD76387E1D865741A660A959049AC774137655A3D63392B0CFBD3","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-009_CompensationExecutionInterface.md","559","8E13B592A8A7EA46A4945D00DDFC3458BB43102346B31E8E11DB67BA82026E78","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-010_ReversalRequirementInterface.md","530","AB2E889FA3F8E4888632F2735D9BD8AA43DF547A1257D1FD939E5B04A6629C74","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-011_ReversalAdmissionInterface.md","528","443413901ED12D88FA7AC7E77211B029301930EE5E636B00F49BA5CA3E17A557","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-012_ReversalExecutionInterface.md","547","F19EE5A63E3AB8EBA4B3BA85994AD670E6772C604A5D5EB90CC67E8DD2F34A89","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-013_ReconciliationInterface.md","553","6220913415A68BC35F5D0C76E0B98BBAEDC4D84780B76D9118651D83E6D017A2","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-014_ReconstructionInterface.md","526","457EF653704CD118E73F0FEB9948A5D527D1BA9CE104EBED831E0F0982F82C16","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-015_EvidenceLineageInterface.md","567","08FEAC6DF7F09AB437A852ECC94046B35092D039DCE3A3DA26821CDCD4EDBB75","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-016_ProofOfBlockInterface.md","533","BD3D35B801BEE91AC7942227503352D355E07F156F60B6961EACDDED95AB22CF","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-017_FinalityClassificationInterface.md","565","3246B76880D61601CE8CB3F68EA51E0458124C05879381379AD5BCC759168FD1","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-018_ContinuityClassificationInterface.md","583","1A5838DAE43EA3925D2DF108C3F14037F8D4D42C433CC50129C2198BBE7F70F1","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-019_CompositeAuthorityInterface.md","541","11CC918D7C58FA9B61E840F69B93B56DBC3A7E199FC392B81DDAB46F30613FA5","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-020_RemoteStateInterface.md","548","CCAC5E8F6F9A7326E1E976F6ACE07F67614FDB48331B7436702B5A88571C3C6D","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-021_DistributedSettlementInterface.md","577","5B48FCBB43DF69BD8646587DA48F717215AF897410762FFE82D33E4A9028C96B","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-022_LedgerAdmissionContextInterface.md","542","78426D149816298E5283588CE05E84B66D4FD28A0466EB69462C1D2DDE836596","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-023_ConsensusAuthoritySeparationInterface.md","572","44229EFB78D76CDA3AF580958E17617F714D7FDAC2E9F2B2C212F2FF1D02F79D","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-024_CustodyAuthorityInterface.md","533","C6C3375A2309C2DD1295C9D30953832BBD2285652035336ED71FD4CA2E0F18F5","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-025_ProgrammableAdmissionInterface.md","546","FB26A0E46CAAF1E1B3420A67B523EE606CF37EFCE194F83E8AFDA99B09381D7A","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-026_OracleIntegrityInterface.md","518","057632004909C59D681B2A161678983CE0EE248146124C2177F6369117788455","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-027_JurisdictionStateInterface.md","569","E63631B3C5C15059A603A025AF900A5A57E3EA340E3AADAA004A16D10F911F76","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-028_JurisdictionConflictInterface.md","543","65FE97F675785FFC54EFF1F2FF05F26CFDE482D531415FE546137D14BA5A66C6","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-029_PrincipalResolutionInterface.md","558","FB3EA3B40CCA0DCEED1FF4CE4C2A52B9DCDCAFF38E8DDB07B73ABE9F99BDE385","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-030_DelegatedAuthorityInterface.md","559","9679F4BAB6A540AD89409E2B7001D629493ACE32DFE09C1DCC0FCE6AEB5E83D6","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-031_IntentContinuityInterface.md","562","0C07119442C2367246AE5770C7D9EB6B9AC7A6FC124007206B6723EAF0D168D0","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\interfaces\FIN-IF-032_MachineExecutionInterface.md","578","63B9DA1DBF57E36B51113B2C0B223457B192733D227F082BC1E84BA98523AA57","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\invariants\CANONICAL_FINANCIAL_INVARIANT_ARCHITECTURE.md","2775","BDAB08E306797FABEBA6E0A29000C829EBDB8B7926292E3314B8B32EA775E0D2","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\invariants\FIN-ADM_INVARIANTS.md","1925","59E676B9F18C2F0FC3A81DFD98EC0FC05A76EEC6BD9B68B5480560C5457465E6","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\invariants\FIN-AGT_INVARIANTS.md","2123","2B09F51E5DD3C3381F37BE000F08EA28C97229BF5B5400703995DA874943B65C","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\invariants\FIN-AUTH_INVARIANTS.md","2057","D558BCCB196354633438BFFE2CFF49F6A22A44C6BF7E24DCAA0B95B6D4273C9E","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\invariants\FIN-CMP_INVARIANTS.md","2059","396E2D5285F60AA5CF15DF0DC4F3B92FD9BC5826897955DF13D4D07CB814A58E","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\invariants\FIN-CON_INVARIANTS.md","1977","C65C361E2723B8F871B011E09DE7921D3648AB40CBBBCB78A2F95CC51AE456A3","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\invariants\FIN-DST_INVARIANTS.md","2156","1C7D0C6D2ED3056A1376C6D3A9653BAF7DC89C981324296D872879C2197774A8","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\invariants\FIN-EFF_INVARIANTS.md","2074","578B7FEDB955F08D365D73D9A658478A977335B9B33DBC8E596157E8E54560EA","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\invariants\FIN-EVD_INVARIANTS.md","2000","8D7A5A5A2EF39412F5BEC8D8F13C875FC95F312D036B79A23E3EBA1353F2998A","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\invariants\FIN-EXE_INVARIANTS.md","1993","0C1CC6FB5525B1075A408778AA14C942CD927F361B99C667538CFEAE41B135D3","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\invariants\FIN-FIN_INVARIANTS.md","1988","704A915B63A5DE874A974D55399D571CE73D34DCA7617593FDEB3A3BC15A7B9E","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\invariants\FIN-JUR_INVARIANTS.md","2220","CA3BB35129AFA8A2693D7B20920F696A80BC2DA1BEF32E7F3E7CE72A8BCD270A","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\invariants\FIN-REC_INVARIANTS.md","2061","C9412FF7CC6F1B2CAC4F70B7EB0E259BFA5F92064BDE79AA0A5BA179ABA60046","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\invariants\FIN-REV_INVARIANTS.md","1998","F197133EBF263C2F994687E84183154D0B420284E43070A131F80E45222894C4","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\invariants\FIN-SET_INVARIANTS.md","2047","02A5631AC061025CBC67536763C92A2E883251F4797D911A249CB693137A17A1","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\invariants\INVARIANT_APPLICABILITY_MODEL.md","1002","CF61C3D75AC060023AA62CD69DAF8836F5F2D25531A146004CFB78AA2EAFD625","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\invariants\INVARIANT_DEPENDENCY_MAP.md","1392","6605D2AFD5E63F09329F6683B57DBB62C6589062A20731FC185697834890ECC9","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\OBJECT_NON_EQUIVALENCE_RULES.md","840","D40D71C42D8D5D7B9373BE54E1D2D5D95FF169B94A0B1FB044D3DCB416FEDAE6","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\objects\CANONICAL_FINANCIAL_OBJECT_MODEL.md","3682","EB988C5CEEB26DEFC2B77A62CA2032E6062D88C7441734FF1CF9346DE074282A","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\states\CONTINUITY_CLASSIFICATION_MODEL.md","1385","08646076C9FE3E9966AD7AC79B0B741FEB853975A54D46AD266C3E7446BE4645","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\states\EFFECT_STATE_MODEL.md","1341","9E573B8233CCDDB493DA81466A4F13640F69C0C2D81A1F34A334964C09111DDF","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\states\FINALITY_CLASSIFICATION_MODEL.md","1426","2324BA6B27C831FF1EC7B533C7063C96927C26667F3A72D043CE4C5ED716EAF8","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\states\FINANCIAL_STATE_MODEL.md","4321","401CCDB3ECD860DF19BC0B6BF8A8C0E6FA09402F556B64B1B0722C207D803D03","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\states\SETTLEMENT_STATE_MODEL.md","1118","19529FBDC5C07CD1C62EE1E91F4E8C2EC9F311000F74EF8002914A4066006107","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\transitions\FINANCIAL_TRANSITION_ALGEBRA.md","2466","9AFBA06220E8A0DDF7BF5E1C09F753007290463298297B5FA4E1EC9B5AA8DB26","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\transitions\POST_EFFECT_TRANSITION_MODEL.md","1348","CE371F764BB2FF0C763F7F098296B529CCF9D081976A1AAE3B8FD0F9835F0855","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\transitions\TRANSITION_ADMISSIBILITY_BOUNDARY.md","1147","7B5CE796AB439AD49B727781977937688171342AB63C08022D8B29885C77A148","FIN-ARCH-09","v0.1.0-architecture-freeze"
"02-core\types\CANONICAL_FINANCIAL_TYPE_SYSTEM.md","8062","15CC832EB7FAEDB6350FCCD4598F1B25C0D1FB79814DD7D72DD259ED096DDDB5","FIN-ARCH-09","v0.1.0-architecture-freeze"
"03-registries\COMPONENT_REGISTRY.csv","10447","D63E1EA9758413B947FA342932A6FDEC5FEF6644DE6C23C4DF798517518E924D","FIN-ARCH-09","v0.1.0-architecture-freeze"
"03-registries\DEPENDENCY_REGISTRY.csv","1225","9AC65D570E5E7FD2200E7416AF748846252E3EEA569F8492F4F14847EA4F16FF","FIN-ARCH-09","v0.1.0-architecture-freeze"
"03-registries\FORBIDDEN_AUTHORITY_RELATIONSHIPS.csv","1867","B323FC2B0C6284FBA756ED0FEC8417BFC352A59454BD3FA8F832E403E2BC0116","FIN-ARCH-09","v0.1.0-architecture-freeze"
"03-registries\INTERFACE_REGISTRY.csv","4962","4CDEDDE8456C6A853F4F2A781134099C53C4202BD9CCD90D4094321D5EE5FF56","FIN-ARCH-09","v0.1.0-architecture-freeze"
"03-registries\INVARIANT_FAMILY_REGISTRY.csv","2426","E4448856953E2EE71ADB42AE02A2A4AF2E18DBB69E5534BFFB8A018FA8C06678","FIN-ARCH-09","v0.1.0-architecture-freeze"
"03-registries\INVARIANT_REGISTRY.csv","16355","E811198107CF390DF1940211270FE5D3A43E5017F41965C69AB89E2189C5F3DE","FIN-ARCH-09","v0.1.0-architecture-freeze"
"03-registries\OBJECT_REGISTRY.csv","2532","2D987580134D28B52C259B00E7A0EDE9F186E1F3379C60AAD039470092B37EA3","FIN-ARCH-09","v0.1.0-architecture-freeze"
"03-registries\PAPER_PROOF_OWNERSHIP.csv","4020","BD93D1E897728E53A6381E67D2CAE4FE0F687D4605DE2F914B4282877D32A27B","FIN-ARCH-09","v0.1.0-architecture-freeze"
"03-registries\PROOF_DEBT_LEDGER.csv","6183","027730EB1E304EF6652194E6A794FC2134317348C266EC3E6B212A7985717D40","FIN-ARCH-09","v0.1.0-architecture-freeze"
"03-registries\PROOF_OBLIGATION_REGISTRY.csv","54939","4FEB37E20B1D5B7B89D150BD6822F45AA18ADBB515E468EAB454B49AAA574E3D","FIN-ARCH-09","v0.1.0-architecture-freeze"
"03-registries\RELATIONSHIP_REGISTRY.csv","764","9E63877843B215117A4A71D9F43D1AC8C2565ECA4F2389F8EC10B0A68396A477","FIN-ARCH-09","v0.1.0-architecture-freeze"
"03-registries\STATE_OWNERSHIP_REGISTRY.csv","916","602F7802CCB9819A5D4AC7A1767E978BD047B71B22C3540EBCFC7EFD20EDE8DC","FIN-ARCH-09","v0.1.0-architecture-freeze"
"03-registries\STATE_REGISTRY.csv","994","45483BD2F7899A463A50ADEF7F29DDA486958E1E54C77EE2EDFE75040781A605","FIN-ARCH-09","v0.1.0-architecture-freeze"
"03-registries\TRANSITION_REGISTRY.csv","2146","1C97CF18DE9A28D561BD1CD29B8A5DDE2D595BC9D24C33015569615FDE97964E","FIN-ARCH-09","v0.1.0-architecture-freeze"
"03-registries\TYPE_REGISTRY.csv","746","0352A6145176D94486A65410A7FA57E072E0438C810DAE101BB7C782D686CD7C","FIN-ARCH-09","v0.1.0-architecture-freeze"
"docs\architecture-audit\FIN_ARCH_08_CROSS_LOCK_REPORT.md","4795","9DCDC90B926EC7F29378C51C2078AC78EDA5B43D43773898EEFA3978AC55A1CE","FIN-ARCH-09","v0.1.0-architecture-freeze"
"docs\architecture-audit\FIN_ARCH_08_FINDINGS.csv","3665","9873D55A37FF1946081D16568D68E636D02E7F3FBFC8C4C83182ACFC2DE282D6","FIN-ARCH-09","v0.1.0-architecture-freeze"
"docs\PHASE_MAP.md","1321","A2C14702095BAE01001E6DC4394012A0FE474599ADA051D98C23717F43B96E06","FIN-ARCH-09","v0.1.0-architecture-freeze"
"formal-proofs\CANONICAL_FINANCIAL_PROOF_ARCHITECTURE.md","2424","322611222B22CC67A3033F6EF4C90A442EAB44F9452AA01B7C1525732AEAFBCF","FIN-ARCH-09","v0.1.0-architecture-freeze"
"formal-proofs\FIN-ADM_PROOF_OBLIGATIONS.md","5346","757F3593F0044950EDFD7DF6070D37FACC54F8D3493F40A3251BDB0EEC48B489","FIN-ARCH-09","v0.1.0-architecture-freeze"
"formal-proofs\FIN-AGT_PROOF_OBLIGATIONS.md","5319","0C9AC76EBA8E32E1260C9D1459F05FF632D4E97B7D09D119607E6A63F344D196","FIN-ARCH-09","v0.1.0-architecture-freeze"
"formal-proofs\FIN-AUTH_PROOF_OBLIGATIONS.md","5548","CD34FC1E586677FE0F6B9DDF37B6000034C2BB274FB154CC983F86EAF19422B0","FIN-ARCH-09","v0.1.0-architecture-freeze"
"formal-proofs\FIN-CMP_PROOF_OBLIGATIONS.md","5617","D31060D912F52CBC1A107F70983C3EAC05E27C0B7A24CB0B965553B474D442DF","FIN-ARCH-09","v0.1.0-architecture-freeze"
"formal-proofs\FIN-CON_PROOF_OBLIGATIONS.md","5174","ED8FEBABBBA54C8C846A3EEDFA5DBA463D2C3B22A39C7AD35465B9F613137C0C","FIN-ARCH-09","v0.1.0-architecture-freeze"
"formal-proofs\FIN-DST_PROOF_OBLIGATIONS.md","5530","931E5A8BE6B6AEEF14FA1CD89E1D08A0E64A168C1ED37B41F67EF5B1BE51BD9D","FIN-ARCH-09","v0.1.0-architecture-freeze"
"formal-proofs\FIN-EFF_PROOF_OBLIGATIONS.md","5131","C24FDA5A0026F63FF79E3BB84EF2EE152B4C4E52E628F7A38C66C4DA43EEEE9B","FIN-ARCH-09","v0.1.0-architecture-freeze"
